id,url,spawn,hunt_date,duration,party_size,party_comp,min_lvl,max_lvl,avg_lvl,has_creature_stats,xp_gain,raw_xp_gain,balance,xp_h,raw_xp_h,balance_h,query_min,query_max,query_party
24692,https://www.hunt-analyser.com/hunt_sessions/24692,Cults yalahar,"Feb 17, 2025 08:24",01:08h,1,ED 95,95,95,95,1,332790,0,192348,293638,0,169718,50,100,Solo
2884,https://www.hunt-analyser.com/hunt_sessions/2884,Nightmare Scion Task,"May 30, 2024 15:38",00:53h,1,RP 90,90,90,90,1,890928,593953,-19045,1008597,672399,-21561,50,100,Solo
29463,https://www.hunt-analyser.com/hunt_sessions/29463,Monk Hunt #7 Middle Spike,"May 02, 2025 20:03",01:34h,1,EM 53,53,53,53,1,1689090,563030,-91873,1078142,359380,-58643,50,100,Solo
29500,https://www.hunt-analyser.com/hunt_sessions/29500,Monk Hunt #8 Middle Spike,"May 03, 2025 11:32",01:03h,1,EM 64,64,64,64,1,1799686,487047,-64367,1713986,463854,-61302,50,100,Solo
29576,https://www.hunt-analyser.com/hunt_sessions/29576,Monk Hunt #9 Middle Spike,"May 04, 2025 13:55",00:44h,1,EM 74,74,74,74,1,1397340,465780,-56842,1905463,635154,-77512,50,100,Solo
29641,https://www.hunt-analyser.com/hunt_sessions/29641,Monk Hunt #10 Last Middle Spike Hunt :(,"May 05, 2025 17:31",00:30h,1,EM 79,79,79,79,1,555502,370335,-30887,1111004,740670,-61774,50,100,Solo
29651,https://www.hunt-analyser.com/hunt_sessions/29651,Monk Hunt #11,"May 05, 2025 21:46",00:20h,1,EM 81,81,81,81,1,404672,269782,4222,1214016,809346,12666,50,100,Solo
29679,https://www.hunt-analyser.com/hunt_sessions/29679,Monk Hunt #12 Feyrist Dark Cave,"May 06, 2025 16:42",00:31h,1,EM 88,88,88,88,1,564285,376190,21272,1092164,728109,41171,50,100,Solo
29732,https://www.hunt-analyser.com/hunt_sessions/29732,Monk Hunt #13,"May 07, 2025 17:16",00:31h,1,EM 92,92,92,92,1,1183053,542805,-39815,2289780,1050590,-77062,50,100,Solo
29859,https://www.hunt-analyser.com/hunt_sessions/29859,Monk Hunt #14 Feyrist Dark Creatures,"May 10, 2025 21:52",00:33h,1,EM 96,96,96,96,1,767254,511504,11560,1395007,930007,21018,50,100,Solo
30000,https://www.hunt-analyser.com/hunt_sessions/30000,Monk Hunt #15 Feyrist Dark Creatures,"May 13, 2025 21:10",01:15h,1,EM 98,98,98,98,1,1821030,1214020,81587,1456824,971216,65269,50,100,Solo
36270,https://www.hunt-analyser.com/hunt_sessions/36270,MoTA - Fury lvl 48,"Sep 06, 2025 12:07",00:50h,1,ED 63,63,63,63,1,817807,0,47589,981368,0,57106,50,100,Solo
36271,https://www.hunt-analyser.com/hunt_sessions/36271,Ancient Scarabs - Ankrahmun lvl 55,"Sep 07, 2025 00:41",01:17h,1,ED 63,63,63,63,1,1157895,0,-71664,902255,0,-55843,50,100,Solo
52279,https://www.hunt-analyser.com/hunt_sessions/52279,Crypt Warrior,"Jul 28, 2026 09:45",00:28h,1,,,,75,1,3942178,2628120,317916,8447524,5631685,681248,50,100,Solo
52560,https://www.hunt-analyser.com/hunt_sessions/52560,Edron Vampire Crypts,"Jul 31, 2026 11:55",00:37h,1,EM 82,82,82,82,1,199439,132984,13256,323414,215649,21496,50,100,Solo
52572,https://www.hunt-analyser.com/hunt_sessions/52572,Port Hope Spider Cave,"Jul 31, 2026 15:40",01:00h,1,EM 82,82,82,82,1,376290,250860,11549,376290,250860,11549,50,100,Solo
52667,https://www.hunt-analyser.com/hunt_sessions/52667,Port Hope Spider Cave,"Aug 01, 2026 17:33",01:00h,1,EM 84,84,84,84,1,616481,277452,-6279,616481,277452,-6279,50,100,Solo
52773,https://www.hunt-analyser.com/hunt_sessions/52773,Port Hope Water Elementals (South),"Aug 02, 2026 21:36",00:32h,1,EM 88,88,88,88,1,198270,132180,2095,371756,247837,3928,50,100,Solo
52823,https://www.hunt-analyser.com/hunt_sessions/52823,Liberty Bay Quara Grotto,"Aug 03, 2026 13:40",00:22h,1,EM 90,90,90,90,1,133995,89330,5960,365440,243627,16254,50,100,Solo
53124,https://www.hunt-analyser.com/hunt_sessions/53124,Yalahar Bog Raiders Central,"Aug 06, 2026 16:03",00:30h,1,EM 94,94,94,94,1,314671,209781,-8630,629342,419562,-17260,50,100,Solo
7709,https://www.hunt-analyser.com/hunt_sessions/7709,Cults Yalahar,"Oct 30, 2024 22:41",01:12h,1,MS 52,52,52,52,1,268877,179252,142027,224064,149376,118355,50,100,Solo
7885,https://www.hunt-analyser.com/hunt_sessions/7885,Cults Yalahar,"Nov 01, 2024 20:42",01:57h,1,MS 54,54,54,54,1,465898,310599,382630,238922,159281,196220,50,100,Solo
7991,https://www.hunt-analyser.com/hunt_sessions/7991,Cults Yalahar,"Nov 03, 2024 00:43",01:00h,1,MS 61,61,61,61,1,264486,176325,157826,264486,176325,157826,50,100,Solo
8019,https://www.hunt-analyser.com/hunt_sessions/8019,Cults Yalahar,"Nov 03, 2024 09:58",02:26h,1,MS 62,62,62,62,1,573740,382495,346772,235783,157189,142509,50,100,Solo
8063,https://www.hunt-analyser.com/hunt_sessions/8063,Cults Yalahar,"Nov 03, 2024 19:03",01:12h,1,MS 65,65,65,65,1,290684,193792,211486,242236,161493,176238,50,100,Solo
8186,https://www.hunt-analyser.com/hunt_sessions/8186,Tumba Edron,"Nov 04, 2024 23:02",01:36h,1,MS 67,67,67,67,1,406789,271589,349727,254243,169743,218579,50,100,Solo
8259,https://www.hunt-analyser.com/hunt_sessions/8259,Tumba Edron,"Nov 05, 2024 21:57",01:38h,1,MS 69,69,69,69,1,432826,288998,369927,264995,176937,226485,50,100,Solo
1109,https://www.hunt-analyser.com/hunt_sessions/1109,Carlin cults -1-2,"Feb 18, 2024 13:41",00:31h,1,EK 127,127,127,127,1,732476,487998,-42890,1417695,944512,-83013,100,200,Solo
2394,https://www.hunt-analyser.com/hunt_sessions/2394,Barkless at 163,"Apr 27, 2024 09:26",00:30h,1,EK 162,162,162,162,1,2210175,1017700,-120612,4420350,2035400,-241224,100,200,Solo
24526,https://www.hunt-analyser.com/hunt_sessions/24526,Vandura Wyrm Lairs,"Feb 15, 2025 10:18",00:56h,1,RP 101,101,101,101,1,650470,332010,-7026,696932,355725,-7528,100,200,Solo
24985,https://www.hunt-analyser.com/hunt_sessions/24985,Exotic cave,"Feb 18, 2025 23:31",00:26h,1,RP 105,105,105,105,1,305787,203859,38533,705662,470443,88922,100,200,Solo
27200,https://www.hunt-analyser.com/hunt_sessions/27200,Exotic cave,"Mar 12, 2025 11:01",00:18h,1,RP 141,141,141,141,1,367832,245222,63919,1226106,817406,213063,100,200,Solo
28023,https://www.hunt-analyser.com/hunt_sessions/28023,Pirat Wreckoning,"Apr 01, 2025 07:51",00:16h,1,MS 173,173,173,173,1,1161945,0,112726,4357293,0,422722,100,200,Solo
28097,https://www.hunt-analyser.com/hunt_sessions/28097,Feyrist Mountains,"Apr 02, 2025 22:13",00:41h,1,RP 170,170,170,170,1,889455,592970,72865,1301641,867760,106631,100,200,Solo
28098,https://www.hunt-analyser.com/hunt_sessions/28098,Deep Hub Magma Dungeon,"Apr 02, 2025 23:25",00:20h,1,RP 171,171,171,171,1,628092,418728,-86272,1884276,1256184,-258816,100,200,Solo
28101,https://www.hunt-analyser.com/hunt_sessions/28101,Oramond Quaras,"Apr 03, 2025 07:39",00:27h,1,MS 178,178,178,178,1,865909,577296,-77421,1924242,1282880,-172047,100,200,Solo
28952,https://www.hunt-analyser.com/hunt_sessions/28952,[ED] Chosens,"Apr 21, 2025 11:38",01:30h,1,ED 171,171,171,171,1,1722860,1148574,126297,1148573,765716,84198,100,200,Solo
28973,https://www.hunt-analyser.com/hunt_sessions/28973,dragon hatchling test hunt,"Apr 21, 2025 14:27",00:20h,1,MS 116,116,116,116,1,57342,0,-4506,172026,0,-13518,100,200,Solo
29000,https://www.hunt-analyser.com/hunt_sessions/29000,Dworcs port hope,"Apr 21, 2025 23:33",00:32h,1,,,,150,1,38424,0,4146,72045,0,7773,100,200,Solo
29002,https://www.hunt-analyser.com/hunt_sessions/29002,Feyrist west,"Apr 22, 2025 01:10",01:08h,1,,,,150,1,358215,0,3434,316072,0,3030,100,200,Solo
29013,https://www.hunt-analyser.com/hunt_sessions/29013,Exotic cave,"Apr 21, 2025 14:46",01:05h,1,RP 180,180,180,180,1,2623892,1260595,120806,2422054,1163626,111513,100,200,Solo
29183,https://www.hunt-analyser.com/hunt_sessions/29183,vampire edron,"Apr 26, 2025 01:35",00:27h,1,,,,150,1,137420,0,32948,305377,0,73217,100,200,Solo
29417,https://www.hunt-analyser.com/hunt_sessions/29417,exotic cave,"May 02, 2025 01:33",00:51h,1,,,,150,1,585140,0,13464,688400,0,15840,100,200,Solo
29458,https://www.hunt-analyser.com/hunt_sessions/29458,edron vampires,"May 02, 2025 11:46",01:43h,1,,,,150,1,1245336,0,12086,725438,0,7040,100,200,Solo
29965,https://www.hunt-analyser.com/hunt_sessions/29965,werehyena monk 178,"May 12, 2025 19:15",02:48h,1,EM 176,176,176,176,1,2706327,2250996,354870,966545,803927,126739,100,200,Solo
30044,https://www.hunt-analyser.com/hunt_sessions/30044,Monk Hunt #16 Feyrist Dark Cave,"May 14, 2025 19:10",01:15h,1,EM 102,102,102,102,1,3621375,1263917,15897,2897100,1011133,12717,100,200,Solo
30149,https://www.hunt-analyser.com/hunt_sessions/30149,werehyena monk 184,"May 16, 2025 17:13",01:19h,1,EM 183,183,183,183,1,1172962,781975,104888,890857,593905,79661,100,200,Solo
30150,https://www.hunt-analyser.com/hunt_sessions/30150,glooth tower,"May 16, 2025 18:35",00:15h,1,EM 183,183,183,183,1,602406,401625,29559,2409624,1606500,118236,100,200,Solo
30153,https://www.hunt-analyser.com/hunt_sessions/30153,GLOOTH TOWER MONK 185,"May 16, 2025 18:55",00:31h,1,EM 183,183,183,183,1,1467487,978385,5616,2840297,1893648,10869,100,200,Solo
30155,https://www.hunt-analyser.com/hunt_sessions/30155,glooth tower monk 186,"May 16, 2025 19:53",00:30h,1,EM 183,183,183,183,1,1415692,943842,88729,2831384,1887684,177458,100,200,Solo
30160,https://www.hunt-analyser.com/hunt_sessions/30160,glooth tower monk,"May 16, 2025 20:34",00:38h,1,EM 183,183,183,183,1,1408544,939082,109863,2224016,1482761,173467,100,200,Solo
31405,https://www.hunt-analyser.com/hunt_sessions/31405,werehyaena,"Jun 14, 2025 14:23",00:27h,1,,,,150,1,156424,0,5338,347608,0,11862,100,200,Solo
31418,https://www.hunt-analyser.com/hunt_sessions/31418,Yielothax,"Jun 14, 2025 22:34",00:47h,1,MS 118,118,118,118,1,736599,0,-15705,940339,0,-20049,100,200,Solo
31920,https://www.hunt-analyser.com/hunt_sessions/31920,Yielothax con soft boots,"Jun 26, 2025 09:44",00:46h,1,MS 115,115,115,115,1,270465,0,-7223,352780,0,-9422,100,200,Solo
32482,https://www.hunt-analyser.com/hunt_sessions/32482,werehyaena avalanche hunt,"Jul 07, 2025 14:52",00:22h,1,,,,150,1,211200,0,9159,576000,0,24979,100,200,Solo
32487,https://www.hunt-analyser.com/hunt_sessions/32487,Yielothax,"Jul 07, 2025 17:30",00:32h,1,,,,150,1,219525,0,-22762,411609,0,-42679,100,200,Solo
32499,https://www.hunt-analyser.com/hunt_sessions/32499,sphinx & lamassu,"Jul 07, 2025 23:56",00:46h,1,,,,150,1,520882,0,-77220,679411,0,-100722,100,200,Solo
33108,https://www.hunt-analyser.com/hunt_sessions/33108,exotic cave -1,"Jul 19, 2025 01:34",00:23h,1,,,,150,1,199061,0,-2379,519289,0,-6207,100,200,Solo
33187,https://www.hunt-analyser.com/hunt_sessions/33187,wherehyaenas,"Jul 20, 2025 09:31",00:21h,1,,,,150,1,144580,0,23344,413085,0,66697,100,200,Solo
33193,https://www.hunt-analyser.com/hunt_sessions/33193,ghastly dragon,"Jul 20, 2025 10:06",00:55h,1,,,,150,1,461490,0,27990,503443,0,30534,100,200,Solo
33258,https://www.hunt-analyser.com/hunt_sessions/33258,ghastly + chosens,"Jul 21, 2025 16:13",01:23h,1,,,,150,1,464242,0,90858,335596,0,65680,100,200,Solo
33424,https://www.hunt-analyser.com/hunt_sessions/33424,lizard chosen & ghastly dragon,"Jul 24, 2025 00:36",00:54h,1,,,,150,1,393935,0,88150,437705,0,97944,100,200,Solo
33425,https://www.hunt-analyser.com/hunt_sessions/33425,grimvale,"Jul 24, 2025 03:21",00:39h,1,,,,150,1,310005,0,76011,476930,0,116940,100,200,Solo
33445,https://www.hunt-analyser.com/hunt_sessions/33445,2. Hydra Medusa Serpent Spawn Deep Banuta,"Jul 24, 2025 17:09",00:42h,1,EM 182,182,182,182,1,1197112,798075,60469,1710160,1140107,86384,100,200,Solo
34016,https://www.hunt-analyser.com/hunt_sessions/34016,goroma medusa & serpent spawn,"Aug 03, 2025 10:42",01:23h,1,,,,150,1,872773,0,16394,630920,0,11851,100,200,Solo
35841,https://www.hunt-analyser.com/hunt_sessions/35841,Monk Solo - Lavas,"Sep 02, 2025 07:30",01:13h,1,EM 136,136,136,136,1,3411900,1912400,-157622,2804301,1571835,-129553,100,200,Solo
37083,https://www.hunt-analyser.com/hunt_sessions/37083,Edron Were cave1,"Sep 23, 2025 10:34",00:34h,1,ED 167,167,167,167,1,514259,0,87479,907515,0,154374,100,200,Solo
37085,https://www.hunt-analyser.com/hunt_sessions/37085,Edron Were cave2,"Sep 23, 2025 12:13",00:24h,1,ED 168,168,168,168,1,469458,306572,5477,1173645,766430,13692,100,200,Solo
37180,https://www.hunt-analyser.com/hunt_sessions/37180,Edron Were cave3,"Sep 24, 2025 18:22",00:26h,1,ED 168,168,168,168,1,507913,338612,12841,1172106,781412,29633,100,200,Solo
37608,https://www.hunt-analyser.com/hunt_sessions/37608,Edron Werecave with 5 bosses,"Oct 01, 2025 10:57",00:20h,1,ED 172,172,172,172,1,384590,256397,65879,1153770,769191,197637,100,200,Solo
38346,https://www.hunt-analyser.com/hunt_sessions/38346,Exotic cave spider -1 -2   MK 188,"Oct 16, 2025 04:28",00:30h,1,EM 188,188,188,188,1,839477,559656,107395,1678954,1119312,214790,100,200,Solo
38793,https://www.hunt-analyser.com/hunt_sessions/38793,Asura Palace,"Oct 25, 2025 23:55",00:38h,1,EM 186,186,186,186,1,2527553,1331864,31417,3990873,2102943,49605,100,200,Solo
38812,https://www.hunt-analyser.com/hunt_sessions/38812,Drefia Grim Reaper,"Oct 26, 2025 12:50",00:35h,1,EM 188,188,188,188,1,1417791,945195,-70150,2430498,1620334,-120258,100,200,Solo
38835,https://www.hunt-analyser.com/hunt_sessions/38835,Yalahar Grim Reaper,"Oct 26, 2025 21:32",00:49h,1,EM 189,189,189,189,1,2556300,1704200,-161402,3130163,2086775,-197636,100,200,Solo
38836,https://www.hunt-analyser.com/hunt_sessions/38836,Yalahar Grim Reaper,"Oct 26, 2025 22:35",00:54h,1,EM 189,189,189,189,1,3439632,2293088,-200490,3821813,2547875,-222767,100,200,Solo
38955,https://www.hunt-analyser.com/hunt_sessions/38955,Yalahar Grim Reaper,"Oct 29, 2025 09:16",00:54h,1,EM 193,193,193,193,1,4953525,2619800,-95114,5503916,2910888,-105683,100,200,Solo
39300,https://www.hunt-analyser.com/hunt_sessions/39300,cult carlin com party,"Nov 05, 2025 21:07",00:27h,1,EM 101,101,101,101,1,297065,198117,-45364,660144,440260,-100809,100,200,Solo
